City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,jaicos,-7.3592,-41.1378,72.37,87.0,58.0,5.86,BR,1679278527.0
350,houston,29.7633,-95.3633,53.91,47.0,40.0,8.05,US,1679278032.0
351,carnarvon,-24.8667,113.6333,78.94,66.0,0.0,13.33,AU,1679278533.0
352,srednekolymsk,67.45,153.6833,-8.36,94.0,100.0,14.18,RU,1679278533.0
353,manokwari,-0.8667,134.0833,80.44,82.0,100.0,4.88,ID,1679278534.0
354,airai,-8.9266,125.4092,73.27,60.0,33.0,2.53,TL,1679278537.0
355,alexandria,31.2156,29.9553,60.49,64.0,100.0,21.72,EG,1679278456.0
357,tromso,69.6496,18.957,26.62,93.0,100.0,6.91,NO,1679278295.0
358,port alberni,49.2413,-124.8028,52.93,72.0,100.0,1.99,CA,1679278538.0
359,lodwar,3.1191,35.5973,82.4,50.0,100.0,4.61,KE,1679278538.0
360,margate,51.3813,1.3862,45.9,83.0,100.0,3.0,GB,1679278539.0
361,bathsheba,13.2167,-59.5167,79.41,69.0,20.0,19.57,BB,1679278539.0
362,daokou,35.5639,114.5058,54.97,61.0,100.0,11.01,CN,1679278539.0
363,mayskiy,47.6931,40.1025,44.01,92.0,91.0,8.05,RU,1679278540.0
364,bowen,-20.0167,148.2333,84.92,67.0,32.0,18.7,AU,1679278540.0
365,san cristobal,7.7669,-72.225,69.98,91.0,13.0,2.82,VE,1679278541.0
366,san quintin,30.4833,-115.95,61.32,63.0,100.0,4.92,MX,1679278541.0
367,sungai padi,6.0851,101.8766,83.98,67.0,91.0,3.51,TH,1679278541.0
368,mapiripan,2.8892,-72.1256,80.46,48.0,53.0,5.35,CO,1679278542.0
369,vila velha,-20.3297,-40.2925,76.95,93.0,40.0,3.44,BR,1679278542.0
370,mbanza-ngungu,-5.25,14.8667,67.32,97.0,100.0,2.44,CD,1679278542.0
371,egvekinot,66.3167,-179.1667,13.6,92.0,100.0,6.4,RU,1679278543.0
372,tilichiki,60.4667,166.1,12.11,85.0,29.0,4.32,RU,1679278543.0
373,puerto baquerizo moreno,-0.9,-89.6,79.99,75.0,39.0,6.55,EC,1679278376.0
374,ndjole,-0.1783,10.7649,71.98,92.0,94.0,0.25,GA,1679278543.0
375,hofn,64.2539,-15.2082,22.6,62.0,48.0,11.86,IS,1679278544.0
376,victoria point,-27.5833,153.3,93.15,62.0,9.0,1.99,AU,1679278544.0
378,havelock,34.8791,-76.9013,44.96,82.0,93.0,1.99,US,1679278544.0
379,usinsk,65.9939,57.5281,27.61,88.0,100.0,29.37,RU,1679278545.0
380,noumea,-22.2763,166.4572,86.0,99.0,35.0,16.37,NC,1679278506.0
381,pakxe,15.1167,105.7833,82.54,61.0,20.0,6.91,LA,1679278545.0
382,deputatskiy,69.3,139.9,-17.59,87.0,100.0,6.53,RU,1679278545.0
383,hay river,60.8156,-115.7999,10.38,85.0,20.0,8.05,CA,1679278546.0
385,pakxan,18.3778,103.6601,91.92,40.0,85.0,2.68,LA,1679278546.0
386,tottori,35.5,134.2333,59.07,58.0,20.0,8.05,JP,1679278546.0
387,celarevo,45.2694,19.5253,51.22,61.0,100.0,1.01,RS,1679278547.0
388,hasilpur,29.7122,72.5553,65.48,54.0,98.0,5.39,PK,1679278547.0
389,doha,25.2867,51.5333,75.18,46.0,0.0,3.44,QA,1679278318.0
390,ningbo,29.8782,121.5495,55.38,82.0,75.0,2.24,CN,1679278548.0
392,ascension,30.2169,-90.9001,43.07,52.0,0.0,8.05,US,1679278548.0
394,sioux lookout,50.1001,-91.917,19.47,79.0,75.0,8.05,CA,1679278548.0
395,pemba,-12.974,40.5178,78.06,87.0,100.0,9.33,MZ,1679278549.0
396,trang,7.5,99.5,84.15,70.0,20.0,2.3,TH,1679278549.0
397,sokolo,14.7328,-6.1219,81.43,11.0,0.0,8.19,ML,1679278549.0
398,rocha,-34.4833,-54.3333,71.19,90.0,45.0,4.5,UY,1679278550.0
399,wajima,37.4,136.9,59.68,21.0,0.0,6.91,JP,1679278550.0
400,sola,-13.8833,167.55,82.56,71.0,40.0,9.26,VU,1679278555.0
401,los chiles,11.0333,-84.7167,74.93,80.0,0.0,6.76,CR,1679278556.0
403,kosh-agach,50.0,88.6667,12.79,91.0,100.0,4.97,RU,1679278556.0
404,richards bay,-28.783,32.0377,71.56,95.0,96.0,6.51,ZA,1679278556.0
405,leshan,29.5623,103.7639,58.42,83.0,100.0,2.19,CN,1679278557.0
406,la macarena,2.1837,-73.7849,79.3,57.0,93.0,2.19,CO,1679278557.0
407,dalby,-27.1833,151.2667,86.86,25.0,5.0,7.61,AU,1679278558.0
408,ustka,54.5805,16.8619,46.26,92.0,56.0,5.95,PL,1679278559.0
409,xining,36.6167,101.7667,45.84,46.0,100.0,3.02,CN,1679278559.0
410,pangnirtung,66.1451,-65.7125,-2.72,89.0,99.0,3.56,CA,1679278561.0
411,altamira,-3.2033,-52.2064,71.51,78.0,31.0,3.58,BR,1679278561.0
412,shimoda,34.6667,138.95,62.96,55.0,40.0,6.06,JP,1679278561.0
413,marsh harbour,26.5412,-77.0636,73.15,83.0,100.0,17.83,BS,1679278562.0
414,mastic,40.802,-72.8409,36.93,46.0,0.0,4.61,US,1679278505.0
415,eenhana,-17.4667,16.3333,66.92,65.0,16.0,2.82,NA,1679278562.0
416,manicore,-5.8092,-61.3003,73.2,97.0,98.0,1.63,BR,1679278563.0
417,port blair,11.6667,92.75,78.84,89.0,20.0,1.14,IN,1679278563.0
418,peterhead,57.5058,-1.7981,40.44,90.0,100.0,9.01,GB,1679278563.0
419,saiha,22.4833,92.9667,69.58,65.0,100.0,2.84,IN,1679278564.0
421,puerto lumbreras,37.5633,-1.8097,48.67,67.0,0.0,3.76,ES,1679278564.0
422,tokuyama,34.05,131.8167,56.82,52.0,48.0,6.96,JP,1679278565.0
423,atar,20.5169,-13.0499,71.76,22.0,0.0,8.21,MR,1679278565.0
424,tripoli,32.8752,13.1875,65.28,56.0,100.0,19.69,LY,1679278565.0
425,shieli,44.1667,66.75,42.75,52.0,100.0,18.77,KZ,1679278566.0
426,caiaponia,-16.9567,-51.8103,65.16,97.0,96.0,3.18,BR,1679278566.0
427,passage west,51.8739,-8.3444,51.46,100.0,100.0,13.8,IE,1679278566.0
428,ukiah,39.1502,-123.2078,53.49,87.0,75.0,5.75,US,1679278423.0
429,wilmington,34.2257,-77.9447,47.89,50.0,0.0,3.44,US,1679278031.0
430,marawi,7.9986,124.2928,79.88,65.0,56.0,2.77,PH,1679278567.0
431,liverpool,53.4106,-2.9779,48.29,93.0,100.0,8.05,GB,1679278479.0
432,nanfeng,23.7434,111.7959,76.15,66.0,100.0,3.02,CN,1679278567.0
433,shitanjing,39.2342,106.3439,48.78,26.0,52.0,5.1,CN,1679278568.0
434,baryatino,54.3121,34.521,14.14,100.0,92.0,2.73,RU,1679278568.0
436,kloulklubed,7.0419,134.2556,84.7,76.0,25.0,12.57,PW,1679278569.0
437,maceio,-9.6658,-35.7353,76.44,94.0,20.0,4.61,BR,1679278468.0
438,bairiki,1.3292,172.9752,80.62,74.0,30.0,9.91,KI,1679278569.0
439,williams lake,52.1415,-122.1445,47.77,33.0,75.0,3.44,CA,1679278536.0
440,huilong,31.8111,121.655,52.93,90.0,100.0,8.19,CN,1679278570.0
441,ankang,32.68,109.0172,54.91,65.0,93.0,1.41,CN,1679278570.0
442,alice springs,-23.7,133.8833,92.75,40.0,0.0,13.8,AU,1679278570.0
443,cam ranh,11.9214,109.1591,82.36,74.0,20.0,4.61,VN,1679278571.0
444,venice,27.0998,-82.4543,60.98,62.0,100.0,5.75,US,1679278280.0
445,ayagoz,47.9714,80.4392,4.77,89.0,27.0,16.6,KZ,1679278571.0
446,komsomolskiy,40.4272,71.7189,54.32,71.0,40.0,4.61,UZ,1679278572.0
447,mananjary,-21.2167,48.3333,73.58,93.0,100.0,3.27,MG,1679278572.0
448,bodden town,19.2833,-81.25,80.01,89.0,40.0,7.0,KY,1679278572.0
449,north bend,43.4065,-124.2243,52.25,94.0,100.0,6.91,US,1679278530.0
450,odesskoye,54.2111,72.9651,3.9,97.0,95.0,6.04,RU,1679278578.0
451,cubuk,40.2386,33.0322,39.76,80.0,75.0,4.61,TR,1679278578.0
452,kysyl-syr,63.8986,122.7617,-16.82,85.0,8.0,6.42,RU,1679278579.0
453,mount isa,-20.7333,139.5,89.37,45.0,75.0,13.8,AU,1679278579.0
454,banikoara,11.2985,2.4386,84.24,40.0,91.0,5.08,BJ,1679278580.0
455,san lorenzo,-25.3333,-57.5333,75.38,78.0,33.0,6.02,PY,1679278580.0
456,bundaberg,-24.85,152.35,86.22,73.0,29.0,5.01,AU,1679278581.0
457,jos,9.9167,8.9,68.92,53.0,83.0,1.92,NG,1679278582.0
458,beloha,-25.1667,45.05,71.98,93.0,25.0,8.63,MG,1679278582.0
459,tigzirt,36.8886,4.1198,54.05,87.0,9.0,5.14,DZ,1679278583.0
460,mitsamiouli,-11.3847,43.2844,81.43,78.0,83.0,8.48,KM,1679278583.0
461,salta,-24.7859,-65.4117,70.57,79.0,93.0,1.99,AR,1679278369.0
462,vestmannaeyjar,63.4427,-20.2734,36.81,79.0,99.0,21.03,IS,1679278584.0
463,hohhot,40.8106,111.6522,52.09,16.0,0.0,2.24,CN,1679278584.0
464,ketchikan,55.3422,-131.6461,43.27,93.0,100.0,3.44,US,1679278585.0
465,delijan,33.9905,50.6838,52.07,44.0,0.0,1.95,IR,1679278585.0
466,turukhansk,65.8167,87.9833,-8.97,96.0,100.0,13.11,RU,1679278586.0
467,madimba,-10.4,40.3333,75.69,92.0,100.0,5.95,TZ,1679278586.0
468,teeli,51.0333,90.2333,19.35,74.0,99.0,7.18,RU,1679278586.0
469,priargunsk,50.3691,119.1012,18.91,87.0,98.0,3.78,RU,1679278587.0
470,anaco,9.4389,-64.4728,77.11,58.0,9.0,12.55,VE,1679278587.0
471,mondlo,-27.983,30.7177,61.11,94.0,0.0,4.99,ZA,1679278588.0
472,lyaskelya,61.7667,31.0167,32.92,99.0,100.0,5.48,RU,1679278588.0
473,laguna,38.421,-121.4238,55.9,93.0,100.0,9.22,US,1679278298.0
474,lhokseumawe,5.1801,97.1507,81.43,78.0,100.0,0.38,ID,1679278588.0
475,vanimo,-2.6741,141.3028,84.52,71.0,29.0,4.74,PG,1679278589.0
476,cremlingen,52.25,10.65,51.35,86.0,75.0,8.05,DE,1679278589.0
477,nuqui,5.7125,-77.2708,78.21,86.0,100.0,0.49,CO,1679278590.0
478,lasa,46.6166,10.7002,42.03,97.0,100.0,3.36,IT,1679278590.0
479,vikevag,59.0976,5.6969,42.01,90.0,100.0,7.0,NO,1679278591.0
480,champerico,14.3,-91.9167,82.69,71.0,11.0,2.75,GT,1679278591.0
481,ossora,59.2353,163.0719,16.95,78.0,97.0,1.45,RU,1679278591.0
482,sheridan,44.8333,-106.9173,34.18,46.0,0.0,3.44,US,1679278592.0
483,nueva loja,0.0847,-76.8828,71.53,97.0,75.0,2.77,EC,1679278592.0
484,chumikan,54.7183,135.315,30.61,90.0,96.0,2.95,RU,1679278592.0
485,arrecife,28.963,-13.5477,62.58,67.0,75.0,12.66,ES,1679278593.0
486,outjo,-20.1167,16.15,67.91,39.0,84.0,8.14,NA,1679278593.0
487,muros,42.7762,-9.0603,45.84,93.0,100.0,4.83,ES,1679278593.0
488,launceston,-41.45,147.1667,65.61,40.0,2.0,13.8,AU,1679278551.0
489,east london,-33.0153,27.9116,76.59,65.0,100.0,9.37,ZA,1679278594.0
490,sidi ali,36.0998,0.4206,50.81,88.0,0.0,6.6,DZ,1679278594.0
491,salihli,38.4826,28.1477,46.0,88.0,85.0,1.77,TR,1679278595.0
492,mirik,26.8945,88.1848,49.93,87.0,100.0,2.51,IN,1679278595.0
493,ravar,31.2656,56.8055,59.45,24.0,0.0,3.49,IR,1679278595.0
494,taybad,34.74,60.7756,51.75,61.0,59.0,8.93,IR,1679278596.0
495,nosy varika,-20.5833,48.5333,75.43,92.0,100.0,3.49,MG,1679278596.0
496,pangai,-19.8,-174.35,84.31,70.0,75.0,6.91,TO,1679278596.0
497,itarema,-2.9248,-39.9167,75.99,90.0,100.0,5.88,BR,1679278596.0
498,hauterive,46.0901,3.4459,43.56,93.0,14.0,0.92,FR,1679278597.0
499,oranjemund,-28.55,16.4333,62.46,80.0,28.0,8.7,NA,1679278597.0
500,sao felix do xingu,-6.6447,-51.995,69.42,99.0,59.0,1.68,BR,1679278603.0
501,rock sound,24.9,-76.2,75.38,82.0,100.0,14.2,BS,1679278604.0
503,kingston,17.997,-76.7936,75.24,93.0,0.0,1.01,JM,1679278325.0
504,gaoual,11.75,-13.2,75.97,65.0,6.0,4.16,GN,1679278606.0
505,isangel,-19.55,169.2667,80.17,78.0,100.0,15.64,VU,1679278607.0
507,vao,-22.6667,167.4833,77.29,74.0,1.0,18.59,NC,1679278608.0
508,goderich,43.7501,-81.7165,34.92,60.0,5.0,20.71,CA,1679278608.0
509,kamaishi,39.2667,141.8833,51.44,58.0,9.0,7.52,JP,1679278608.0
510,dongsheng,39.8161,109.9776,45.18,65.0,3.0,4.61,CN,1679278609.0
511,talcahuano,-36.7167,-73.1167,58.68,77.0,0.0,9.22,CL,1679278609.0
512,joao pinheiro,-17.7425,-46.1725,72.36,66.0,100.0,4.23,BR,1679278545.0
513,kongoussi,13.3258,-1.5347,78.76,8.0,0.0,5.75,BF,1679278609.0
514,srinagar,34.0833,74.8167,47.07,81.0,28.0,0.45,IN,1679278610.0
515,barabinsk,55.3571,78.357,-0.31,99.0,99.0,5.14,RU,1679278610.0
516,vardo,70.3705,31.1107,26.58,80.0,100.0,13.8,NO,1679278610.0
517,coquimbo,-29.9533,-71.3436,65.93,88.0,100.0,4.61,CL,1679278449.0
518,kuusamo,65.9667,29.1833,23.04,93.0,100.0,12.66,FI,1679278611.0
519,brownwood,31.7093,-98.9912,49.96,42.0,28.0,12.57,US,1679278554.0
520,macherla,16.4833,79.4333,74.86,82.0,5.0,5.61,IN,1679278611.0
521,broome,42.2506,-75.833,29.7,61.0,0.0,9.22,US,1679278612.0
522,tasiilaq,65.6145,-37.6368,8.76,79.0,100.0,4.12,GL,1679278612.0
523,chara,56.9064,118.2631,28.04,76.0,6.0,1.68,RU,1679278612.0
524,kamenskiy,50.8855,45.488,39.92,82.0,74.0,6.33,RU,1679278612.0
525,suntar,62.1444,117.6319,-5.48,87.0,100.0,8.77,RU,1679278613.0
526,mtambile,-5.3833,39.7,80.22,78.0,95.0,8.55,TZ,1679278613.0
527,puerto escondido,15.85,-97.0667,81.43,69.0,40.0,0.0,MX,1679278613.0
528,okha,53.5739,142.9478,22.68,62.0,0.0,22.12,RU,1679278614.0
529,xingyi,24.1877,102.817,68.27,38.0,100.0,15.26,CN,1679278614.0
530,henties bay,-22.116,14.2845,61.95,90.0,6.0,6.69,NA,1679278614.0
531,mahibadhoo,3.7833,72.9667,80.51,77.0,40.0,3.74,MV,1679278615.0
532,barreirinhas,-2.7469,-42.8264,74.43,94.0,100.0,3.27,BR,1679278615.0
533,traverse city,44.7631,-85.6206,35.8,58.0,20.0,12.66,US,1679278589.0
534,olafsvik,64.8945,-23.7142,26.13,64.0,99.0,14.29,IS,1679278615.0
535,kautokeino,69.0125,23.0412,19.96,96.0,100.0,7.27,NO,1679278616.0
536,taoudenni,22.6783,-3.9836,71.6,22.0,0.0,10.92,ML,1679278616.0
537,ashoknagar,24.5667,77.7167,66.74,61.0,83.0,6.17,IN,1679278616.0
538,thinadhoo,0.5333,72.9333,81.61,73.0,56.0,4.45,MV,1679278617.0
539,qasigiannguit,68.8193,-51.1922,23.25,92.0,100.0,5.84,GL,1679278617.0
540,mayo,38.8876,-76.5119,37.98,42.0,0.0,11.5,US,1679278617.0
541,payson,40.0444,-111.7321,45.91,51.0,100.0,12.66,US,1679278618.0
542,shache,38.4167,77.2406,47.44,23.0,98.0,6.89,CN,1679278618.0
543,hanyang,32.1371,105.5126,51.48,81.0,100.0,1.07,CN,1679278618.0
544,agua dulce,18.1333,-94.1333,64.18,87.0,100.0,17.69,MX,1679278619.0
545,lixourion,38.2019,20.4314,52.68,75.0,69.0,3.36,GR,1679278619.0
547,yokadouma,3.5167,15.05,65.64,88.0,100.0,0.87,CM,1679278619.0
548,kyabe,9.4515,18.9449,76.93,67.0,96.0,2.1,TD,1679278620.0
549,tukrah,32.5341,20.5791,51.71,69.0,88.0,8.08,LY,1679278620.0
550,beringovskiy,63.05,179.3167,19.96,88.0,100.0,9.35,RU,1679278343.0
551,makakilo city,21.3469,-158.0858,81.01,64.0,0.0,8.05,US,1679278627.0
552,russell,32.3502,-85.1999,43.88,48.0,0.0,9.22,US,1679278527.0
553,cuamba,-14.8031,36.5372,67.62,98.0,100.0,0.2,MZ,1679278628.0
554,raudeberg,61.9875,5.1352,33.96,13.0,100.0,3.29,NO,1679278629.0
555,viedma,-40.8135,-62.9967,63.36,71.0,80.0,11.77,AR,1679278629.0
556,cukai,4.25,103.4167,84.38,73.0,100.0,5.59,MY,1679278629.0
558,leshukonskoye,64.8989,45.7622,7.0,99.0,86.0,2.71,RU,1679278630.0
559,catamarca,-28.4696,-65.7852,74.59,45.0,0.0,10.0,AR,1679278630.0
560,mantua,45.1667,10.7833,51.1,89.0,100.0,1.99,IT,1679278631.0
561,natal,-5.795,-35.2094,74.05,94.0,20.0,4.61,BR,1679278631.0
562,bambanglipuro,-7.95,110.2833,83.89,71.0,91.0,3.33,ID,1679278631.0
563,itanhem,-17.1664,-40.33,70.05,95.0,94.0,4.74,BR,1679278632.0
564,almeirim,-1.5233,-52.5817,76.39,76.0,67.0,4.68,BR,1679278632.0
566,saint-augustin,51.226,-58.6502,28.11,77.0,98.0,22.73,CA,1679278633.0
567,mandalgovi,45.7625,106.2708,36.23,33.0,3.0,7.05,MN,1679278633.0
568,burnie,-41.0667,145.9167,66.45,37.0,0.0,6.96,AU,1679278633.0
569,bilma,18.6853,12.9164,76.87,8.0,81.0,4.09,NE,1679278634.0
570,brae,60.3964,-1.353,40.98,69.0,100.0,6.8,GB,1679278634.0
571,acarau,-2.8856,-40.12,76.44,88.0,100.0,6.42,BR,1679278634.0
572,sibolga,1.7427,98.7792,81.03,80.0,100.0,1.43,ID,1679278635.0
573,beidao,34.5686,105.8933,52.47,70.0,100.0,5.55,CN,1679278635.0
575,chifeng,42.2683,118.9636,52.09,35.0,2.0,13.09,CN,1679278636.0
576,puerto lempira,15.2667,-83.7667,76.24,82.0,6.0,7.05,HN,1679278636.0
577,bogorodskoye,56.55,37.8833,21.69,93.0,100.0,5.64,RU,1679278636.0
578,popondetta,-8.7537,148.2534,88.21,56.0,100.0,3.78,PG,1679278637.0
579,le port,-20.9373,55.2919,75.2,93.0,26.0,3.04,RE,1679278637.0
581,poum,-20.2333,164.0167,82.13,68.0,6.0,14.03,NC,1679278638.0
582,timaru,-44.4,171.25,70.07,68.0,100.0,4.0,NZ,1679278638.0
583,kachiry,53.0675,76.1036,5.32,97.0,59.0,5.75,KZ,1679278638.0
584,rucheng,32.3883,120.5553,55.96,99.0,100.0,1.99,CN,1679278639.0
585,qaqortoq,60.7167,-46.0333,24.13,69.0,98.0,10.33,GL,1679278639.0
586,nantucket,41.2835,-70.0995,35.65,43.0,20.0,20.71,US,1679278599.0
587,kutum,14.2,24.6667,66.85,17.0,38.0,4.21,SD,1679278640.0
588,shu,43.5983,73.7614,36.7,62.0,84.0,5.14,KZ,1679278640.0
589,usvyaty,55.7456,30.7533,30.69,92.0,100.0,4.7,RU,1679278640.0
590,dubna,56.7333,37.1667,22.51,94.0,100.0,4.34,RU,1679278641.0
592,anito,12.4497,125.2886,81.03,61.0,100.0,7.27,PH,1679278641.0
593,palana,59.1167,159.9667,20.48,82.0,100.0,12.68,RU,1679278642.0
594,cockburn town,21.4612,-71.1419,76.48,81.0,0.0,21.99,TC,1679278526.0
595,sudzha,51.1976,35.2726,33.44,91.0,99.0,5.17,RU,1679278642.0
596,mount gambier,-37.8333,140.7667,66.69,39.0,0.0,12.62,AU,1679278643.0
597,moultrie,31.1799,-83.7891,48.7,38.0,100.0,6.38,US,1679278360.0
599,lagoa vermelha,-28.2086,-51.5258,65.32,50.0,88.0,2.91,BR,1679278643.0
600,nisia floresta,-6.0911,-35.2086,74.21,89.0,100.0,2.84,BR,1679278649.0
601,camargo,27.6667,-105.1667,49.86,60.0,8.0,4.94,MX,1679278650.0
602,sojat,25.9167,73.6667,67.37,62.0,63.0,2.59,IN,1679278650.0
603,tongren,27.7172,109.1853,47.91,94.0,100.0,1.9,CN,1679278650.0
604,aracati,-4.5617,-37.7697,77.07,83.0,99.0,5.14,BR,1679278651.0
606,canton,23.1167,113.25,73.35,62.0,74.0,8.1,CN,1679278503.0
